COLID,BlockID,MaxCurrentRate,Latitude,Longitude,Average.Duration.of.Paid.Parkers.in.Hours,Unpaid.Vehicles,Expired.Vehicles,Exempt.Vehicles,Spaces.Occupied,Survey.Count,Receipt.Transactions,Mobile.Transactions,StreetDirection,StreetSide,BlockDescription,BlockStartNumber,BlockEndNumber,TerminalLocationAddress,TerminalID,Area,Zone,ID,X,Y,megaCluster,Demand,Cars,ExpectedTimePerVehicle,PercentageCheck,TerminalTypeName,Driving_Blocks,Night_Blocks
105,B221405,4,41.90075233,-87.62673385,1.174,127,31,10,1705,290,8729,14423,E,N, 24 - 114 E OAK ST ,24,114,44 E OAK ST,221406,221,4,105,448014.7033,4638946.852,0,0.544827586,5.879310345,23.2345549,1,MP104,0,1
106,B222401,4,41.89663267,-87.630729,1.304,4,1,0,44,68,774,743,W,S, 47 - 57 W CHICAGO AVE ,47,57,53 W CHICAGO AVE,222401,222,4,106,447679.956,4638491.884,0,0.073529412,0.647058824,21.07119314,1,MP104,0,0
107,B222402,4,41.89664166,-87.63015702,1.179,9,2,2,93,66,1574,2855,W,S, 17 - 39 W CHICAGO AVE ,17,39,33 W CHICAGO AVE,222402,222,4,107,447727.4102,4638492.534,0,0.166666667,1.409090909,23.86960939,1,MP104,0,0
108,B222403,4,41.89734143,-87.62820236,1.076,15,6,1,172,225,2657,2400,N,E, 809 - 819 N STATE ST ,809,819,819 N STATE ST,222403,222,4,108,447890.1222,4638569.039,0,0.093333333,0.764444444,21.10254053,1,MP104,0,1
109,B222404,4,41.89751961,-87.62760624,1.316,28,11,2,307,222,3458,4136,E,S, 7 - 19 E PEARSON ST ,7,19,11 E PEARSON ST,222404,222,4,109,447939.7157,4638588.46,0,0.175675676,1.382882883,22.15679732,1,MP104,0,1
110,B222405,4,41.89754906,-87.62743458,1.323,37,19,3,576,227,5871,8476,E,N, 8 - 28 E PEARSON ST ,8,28,22 E PEARSON ST,222405,222,4,110,447953.979,4638591.625,0,0.246696035,2.537444934,22.69371866,1,MP104,0,1
111,B222406,4,41.89785901,-87.62821779,1.184,33,7,2,241,212,2467,4193,N,E, 835 - 841 N STATE ST ,835,841,839 N STATE ST,222406,222,4,111,447889.263,4638626.514,0,0.188679245,1.136792453,23.96990013,1,MP104,0,1
112,B222407,4,41.89833068,-87.62790799,1.287,11,9,3,250,222,2696,3069,E,N, 4 - 10 E CHESTNUT ST ,4,10,8 E CHESTNUT ST,222407,222,4,112,447915.3444,4638678.694,0,0.09009009,1.126126126,21.49343244,1,MP104,0,1
113,B222408,4,41.89830822,-87.62754187,1.373,35,23,8,415,219,4198,4720,E,S, 7 - 25 E CHESTNUT ST ,7,25,15 E CHESTNUT ST,222408,222,4,113,447945.6957,4638675.978,0,0.264840183,1.894977169,22.03759549,1,MP104,0,1
114,B222409,4,41.89891364,-87.6282835,1.242,33,8,10,348,209,3982,6241,N,W, 864 - 876 N STATE ST ,864,876,874 N STATE ST,222409,222,4,114,447884.6699,4638743.647,0,0.196172249,1.66507177,23.23017477,1,MP104,0,1
115,B222411,4,41.89798347,-87.62885301,1.336,50,16,17,421,226,3431,5353,W,S, 7 - 21 W CHESTNUT ST ,7,21,17 W CHESTNUT ST,222411,222,4,115,447836.6725,4638640.718,0,0.292035398,1.862831858,23.53074482,1,MP104,0,1
116,B222412,4,41.89776967,-87.62825601,1.158,17,3,0,191,220,2031,3146,N,W, 828 - 832 N STATE ST ,828,832,830 N STATE ST,222412,222,4,116,447886.02,4638616.618,0,0.090909091,0.868181818,23.06083712,1,MP104,0,1
117,B222413,4,41.89751113,-87.62875423,1.091,41,4,4,393,230,4248,4575,W,S, 9 - 17 W PEARSON ST ,9,17,13 W PEARSON ST,222413,222,4,117,447844.482,4638588.215,0,0.195652174,1.708695652,21.7506286,1,MP104,0,1
118,B222414,4,41.89669257,-87.62886487,1.045,9,0,0,82,65,2347,1947,W,N, 6 - 24 W CHICAGO AVE ,6,24,16 W CHICAGO AVE,222414,222,4,118,447834.6382,4638497.4,0,0.138461538,1.261538462,20.79449906,1,MP104,0,0
119,B222415,4,41.8966736,-87.63016641,1.214,0,0,0,26,68,534,416,W,N, 50 - 64 W CHICAGO AVE ,50,64,54 W CHICAGO AVE,222415,222,4,119,447726.6574,4638496.086,0,0,0.382352941,18.75789474,1,MP104,0,1
120,B222416,4,41.89665613,-87.63180189,1.176,8,0,1,51,64,1451,1956,W,N, 108 - 120 W CHICAGO AVE ,108,120,112 W CHICAGO AVE,222416,222,4,120,447590.9767,4638495.144,0,0.125,0.796875,23.03092563,1,MP104,0,0
121,B222419,4,41.89662069,-87.63203256,1.174,3,0,2,26,62,833,679,W,S, 131 - 145 W CHICAGO AVE ,131,145,137 W CHICAGO AVE,222419,222,4,121,447571.8132,4638491.35,0,0.048387097,0.419354839,20.48400673,1,MP104,0,1
122,B222420,4,41.8986007,-87.62823455,1.206,18,4,2,131,210,1644,1946,N,E, 853 - 855 N STATE ST ,853,855,855 N STATE ST,222420,222,4,122,447888.4758,4638708.872,0,0.104761905,0.623809524,22.6087084,1,MP104,0,1
123,B223401,4,41.89801075,-87.6268968,1.326,37,24,21,506,212,5883,7074,N,W, 836 - 848 N WABASH AVE ,836,848,842 N WABASH AVE,223401,223,4,123,447998.9629,4638642.559,0,0.287735849,2.386792453,22.12601158,1,MP104,0,1
124,B223402,4,41.89754956,-87.62643948,1.272,40,9,15,362,225,3661,6807,E,N, 40 - 48 E PEARSON ST ,40,48,44 E PEARSON ST,223402,223,4,124,448036.5238,4638591.078,0,0.217777778,1.608888889,24.06975295,1,MP104,0,0
125,B223403,4,41.89751998,-87.62655467,1.251,29,11,13,446,214,5575,6292,E,S, 41 - 51 E PEARSON ST ,41,51,45 E PEARSON ST,223403,223,4,125,448026.9447,4638587.863,0,0.186915888,2.08411215,21.58805028,1,MP104,0,1
126,B223405,4,41.89752351,-87.62556833,1.202,20,13,13,412,214,6584,5865,E,S, 103 - 111 E PEARSON ST ,103,111,107 E PEARSON ST,223405,223,4,126,448108.7654,4638587.658,0,0.154205607,1.925233645,20.373559,1,MP104,0,1
127,B223406,4,41.89834565,-87.62585543,1.298,67,36,18,730,220,8665,8671,E,S, 67 - 99 E CHESTNUT ST ,67,99,75 E CHESTNUT ST,223406,223,4,127,448085.6161,4638679.112,0,0.468181818,3.318181818,21.55881375,1,MP104,0,1
128,B223407,4,41.89871599,-87.62691423,1.319,52,19,40,648,219,6133,9808,N,E, 861 - 875 N WABASH AVE ,861,875,869 N WABASH AVE,223407,223,4,128,447998.0892,4638720.871,0,0.324200913,2.95890411,23.27402554,1,MP104,0,1
129,B223408,4,41.89783755,-87.62610555,1.295,24,9,7,278,216,3701,3688,N,E, 837 - 849 N RUSH ST ,837,849,845 N RUSH ST,223408,223,4,129,448064.457,4638622.85,0,0.152777778,1.287037037,21.26372641,1,MP104,0,1
130,B223409,4,41.89755256,-87.62550741,1.17,38,17,11,410,217,5636,6022,E,N, 102 - 110 E PEARSON ST ,102,110,106 E PEARSON ST,223409,223,4,130,448113.8423,4638590.847,0,0.253456221,1.889400922,21.76064431,1,MP104,0,1
131,B223411,4,41.89692666,-87.62684181,1.125,51,16,4,431,208,6353,7365,N,E, 803 - 821 N WABASH AVE ,803,821,811 N WABASH AVE,223411,223,4,131,448002.6449,4638522.162,0,0.322115385,2.072115385,22.34959471,1,MP104,0,1
132,B224401,4,41.89671553,-87.62615584,1.147,12,2,2,153,40,8127,9470,E,N, 46 - 62 E CHICAGO AVE ,46,62,52 E CHICAGO AVE,224401,224,4,132,448059.3762,4638498.305,0,0.35,3.825,21.70026511,1,MP104,0,1
133,B224402,4,41.89668246,-87.62638834,1.118,12,1,3,146,38,5762,8751,E,S, 35 - 49 E CHICAGO AVE ,35,49,45 E CHICAGO AVE,224402,224,4,133,448040.0631,4638494.775,0,0.342105263,3.842105263,22.85357955,1,MP104,0,1
134,B224403,4,41.89597582,-87.62551144,1.269,22,5,18,279,184,4072,4796,N,W, 736 - 744 N RUSH ST ,736,744,740 N RUSH ST,224403,224,4,134,448112.2317,4638415.787,0,0.14673913,1.516304348,21.84957149,1,MP104,0,1
135,B224404,4,41.89670754,-87.62709528,0.959,4,0,0,63,40,3280,2712,E,N, 20 - 28 E CHICAGO AVE ,20,28,24 E CHICAGO AVE,224404,224,4,135,447981.4413,4638497.988,0,0.1,1.575,19.9838082,1,MP104,0,1
136,B225401,4,41.89533443,-87.62684382,1.303,47,12,12,506,202,5656,8799,N,W, 706 - 718 N WABASH AVE ,706,718,712 N WABASH AVE,225401,225,4,136,448001.1866,4638345.382,0,0.292079208,2.504950495,23.17155722,1,MP104,0,1
137,B225402,4,41.89572975,-87.6262182,1.305,44,15,22,437,211,5494,6660,E,N, 44 - 62 E SUPERIOR ST ,44,62,56 E SUPERIOR ST,225402,225,4,137,448053.4045,4638388.894,0,0.279620853,2.071090047,22.29955107,1,MP104,0,1
138,B225403,4,41.89492015,-87.62644082,1.252,58,22,12,620,207,8708,9169,E,N, 48 - 64 E HURON ST ,48,64,56 E HURON ST,225403,225,4,138,448034.2811,4638299.141,0,0.38647343,2.995169082,21.6397352,1,MP104,0,1
139,B225404,4,41.89570145,-87.62616468,1.297,26,20,9,474,207,5701,7295,E,S, 43 - 53 E SUPERIOR ST ,43,53,49 E SUPERIOR ST,225404,225,4,139,448057.8212,4638385.72,0,0.222222222,2.289855072,22.15005427,1,MP104,0,1
140,B225405,4,41.8948917,-87.62633622,1.275,55,20,26,785,209,10146,11006,E,S, 49 - 65 E HURON ST ,49,65,59 E HURON ST,225405,225,4,140,448042.9351,4638295.919,0,0.358851675,3.755980861,21.40312724,1,MP104,0,1
141,B226401,4,41.894131,-87.62327246,1.187,200,61,53,1937,406,9826,8948,E,S, 135 - 169 E ERIE ST ,135,169,157 E ERIE ST,226401,226,4,141,448296.4736,4638209.61,0,0.642857143,4.770935961,21.12351504,1,MP104,0,1
142,B226403,4,41.89390489,-87.62679487,1.224,57,17,19,838,386,4272,6249,N,W, 630 - 656 N WABASH AVE ,630,656,630 N WABASH AVE,226403,226,4,142,448004.0877,4638186.634,0,0.191709845,2.170984456,22.66670927,1,MP104,0,1
143,B226404,4,41.89415896,-87.62337841,1.163,108,36,44,1111,403,6366,4234,E,N, 156 - 168 E ERIE ST ,156,168,164 E ERIE ST,226404,226,4,143,448287.7071,4638212.778,0,0.357320099,2.756823821,19.79413873,1,MP104,0,1
144,B226405,4,41.8943097,-87.62546651,1.317,154,53,82,1644,393,6863,8441,N,W, 660 - 668 N RUSH ST ,660,668,664 N RUSH ST,226405,226,4,144,448114.6102,4638230.775,0,0.526717557,4.183206107,22.28384366,1,MP104,0,1
145,B226406,4,41.89437808,-87.62677141,1.336,79,23,31,1204,384,4364,6862,N,E, 663 - 671 N WABASH AVE ,663,671,663 N WABASH AVE,226406,226,4,145,448006.4176,4638239.157,0,0.265625,3.135416667,22.94156954,1,MP104,0,1
146,B226407,4,41.89411453,-87.62613572,1.282,68,27,63,884,392,3447,4688,E,N, 44 - 64 E ERIE ST ,44,64,62 E ERIE ST,226407,226,4,146,448058.9377,4638209.511,0,0.242346939,2.255102041,22.57927255,1,MP104,0,1
147,B227401,4,41.89259661,-87.62147069,1.281,68,19,4,660,150,10758,18687,E,N, 204 - 252 E OHIO ST ,204,252,230 E OHIO ST,227401,227,4,147,448444.7061,4638038.166,1,0.58,4.4,23.72316543,1,MP104,0,1
148,B228401,4,41.89255069,-87.62364462,1.167,31,23,10,548,310,4133,4299,E,N, 142 - 146 E OHIO ST ,142,146,144 E OHIO ST,228401,228,4,148,448264.3257,4638034.376,1,0.174193548,1.767741935,21.27501382,1,MP104,0,1
149,B228402,4,41.89252473,-87.62352929,1.235,158,71,22,2034,367,11001,11024,E,S, 141 - 157 E OHIO ST ,141,157,149 E OHIO ST,228402,228,4,149,448273.8722,4638031.424,1,0.623978202,5.542234332,21.21381387,1,MP104,0,1
150,B228403,4,41.89179845,-87.62165911,1.338,107,47,54,1239,355,1916,7091,E,N, 208 - 248 E GRAND AVE ,208,248,240 E GRAND AVE,228403,228,4,150,448428.4332,4637949.662,1,0.433802817,3.490140845,26.32329861,1,MP104,0,1
151,B228405,4,41.89177549,-87.62129031,1.179,116,27,21,888,353,5223,6893,E,S, 213 - 245 E GRAND AVE ,213,245,243 E GRAND AVE,228405,228,4,151,448459.0098,4637946.891,1,0.40509915,2.515580737,23.01348459,1,MP104,0,1
152,B228408,4,41.89256017,-87.62181871,1.284,309,126,60,3539,367,19015,21140,E,S, 205 - 237 E OHIO ST ,205,237,233 E OHIO ST,228409,228,4,152,448415.8059,4638034.329,1,1.185286104,9.643051771,21.78217937,1,MP104,0,1
153,B229401,4,41.89044021,-87.62535989,1.272,40,10,10,385,151,4555,8488,N,W, 430 - 440 N RUSH ST ,430,440,436 N RUSH ST,229401,229,4,153,448120.3237,4637801.091,1,0.331125828,2.549668874,23.99915556,1,MP104,0,1
154,B229402,4,41.89010327,-87.6259996,1.378,59,28,18,829,158,9376,14932,E,N, 52 - 66 E HUBBARD ST ,52,66,58 E HUBBARD ST,229402,229,4,154,448066.9803,4637764.068,1,0.550632911,5.246835443,23.14943426,1,MP104,0,1
155,B229403,4,41.89007082,-87.62606531,1.375,39,18,15,434,153,5068,7772,E,S, 47 - 61 E HUBBARD ST ,47,61,51 E HUBBARD ST,229403,229,4,155,448061.5027,4637760.505,1,0.37254902,2.836601307,23.2393261,1,MP104,0,1
156,B229404,4,41.89012074,-87.6251138,1.32,46,18,20,477,157,5509,8344,E,N, 64 - 82 E HUBBARD ST ,64,82,74 E HUBBARD ST,229404,229,4,156,448140.4809,4637765.472,1,0.407643312,3.038216561,23.22752005,1,MP104,0,1
157,B230401,4,41.88921473,-87.63171405,1.264,82,24,3,712,232,4668,8286,W,N, 102 - 128 W KINZIE ST ,102,128,112 W KINZIE ST,230401,230,4,157,447592.1803,4637668.89,1,0.456896552,3.068965517,23.94521652,1,MP104,0,0
158,B230402,4,41.88974786,-87.6310958,1.336,27,3,2,214,195,1578,2525,N,W, 414 - 418 N CLARK ST ,414,418,414 N CLARK ST,230402,230,4,158,447643.9067,4637727.705,1,0.153846154,1.097435897,23.46765512,1,MP104,0,1
159,B230403,4,41.8892332,-87.62854502,1.369,51,10,7,441,223,3058,5144,W,S, 7 - 13 W KINZIE ST ,7,13,11 W KINZIE ST,230403,230,4,159,447855.1034,4637669.01,1,0.273542601,1.977578475,23.67477414,1,MP104,0,0
160,B230404,4,41.88927863,-87.62747884,1.407,32,15,18,450,158,4819,8768,E,N, 2 - 20 E KINZIE ST ,2,20,12 E KINZIE ST,230404,230,4,160,447943.5923,4637673.407,1,0.297468354,2.848101266,23.74836538,1,MP104,0,1
161,B230405,4,41.88924917,-87.6275526,1.394,50,10,12,436,154,4786,8084,E,S, 3 - 19 E KINZIE ST ,3,19,9 E KINZIE ST,230405,230,4,161,447937.4491,4637670.181,1,0.38961039,2.831168831,23.68943514,1,MP104,0,1
162,B230406,4,41.88917879,-87.6338464,1.251,66,30,6,665,229,4060,8743,W,N, 158 - 168 W KINZIE ST ,158,168,162 W KINZIE ST,230406,230,4,162,447415.2475,4637666.204,1,0.419213974,2.903930131,24.70030034,1,MP104,0,0
163,B230407,4,41.88865714,-87.63108037,1.332,18,8,6,166,220,1186,1991,N,W, 340 - 344 N CLARK ST ,340,344,342 N CLARK ST,230407,230,4,163,447644.2962,4637606.595,1,0.118181818,0.754545455,23.91057624,1,MP104,0,1
164,B230408,4,41.88924468,-87.63010204,1.35,42,14,3,490,227,2443,5375,W,N, 40 - 66 W KINZIE ST ,40,66,50 W KINZIE ST,230408,230,4,164,447725.9398,4637671.232,1,0.246696035,2.158590308,24.58960537,1,MP104,0,0
165,B230409,4,41.88978529,-87.63105489,1.323,63,17,8,723,209,5518,9496,N,E, 403 - 415 N CLARK ,403,415,411 N CLARK ST,230409,230,4,165,447647.3312,4637731.836,1,0.38277512,3.459330144,23.50923154,1,MP104,0,1
166,B230410,4,41.88876247,-87.63104282,1.35,50,16,21,471,221,3054,4336,N,E, 337 - 349 N CLARK ST ,337,349,339 N CLARK ST,230410,230,4,166,447647.4974,4637618.267,1,0.298642534,2.131221719,23.05242102,1,MP104,0,1
167,B230411,4,41.88836262,-87.62955889,1.36,32,6,53,253,216,1623,2158,N,W, 336 - 356 N DEARBORN ST ,336,356,338 N DEARBORN ST,230411,230,4,167,447770.2819,4637572.968,1,0.175925926,1.171296296,23.23749001,1,MP104,0,1
168,B230412,4,41.88921323,-87.63030991,1.355,62,29,3,659,236,3046,8273,W,S, 35 - 99 W KINZIE ST ,35,99,53 W KINZIE ST,230412,230,4,168,447708.6689,4637667.867,1,0.38559322,2.792372881,25.43418441,1,MP104,0,0
169,B231401,4,41.89006483,-87.62750499,1.396,33,8,7,345,151,3563,6295,E,S, 11 - 27 E HUBBARD ST ,11,27,13 E HUBBARD ST,231401,231,4,169,447942.0612,4637760.712,1,0.271523179,2.284768212,23.6804775,1,MP104,0,1
170,B231402,4,41.88980376,-87.62798242,1.284,38,13,4,459,216,3506,5778,N,E, 405 - 419 N STATE ST ,405,419,415 N STATE ST,231402,231,4,170,447902.2412,4637732.016,1,0.236111111,2.125,23.37094219,1,MP104,0,0
171,B231403,4,41.88979927,-87.62802064,1.335,46,24,2,674,222,4323,9245,N,W, 406 - 420 N STATE ST ,406,420,418 N STATE ST,231403,231,4,171,447899.0668,4637731.541,1,0.315315315,3.036036036,24.33011672,1,MP104,0,0
172,B231404,4,41.89004636,-87.62866504,1.329,62,20,5,659,204,5080,8845,W,S, 7 - 25 W HUBBARD ST ,7,25,23 W HUBBARD ST,231404,231,4,172,447845.8078,4637759.366,1,0.401960784,3.230392157,23.67187836,1,MP104,0,0
173,B231406,4,41.89085503,-87.63073169,1.378,45,12,5,602,216,3626,6047,W,N, 60 - 66 W ILLINOIS ,60,66,66 W ILLINOIS ST,231406,231,4,173,447675.0172,4637850.409,1,0.263888889,2.787037037,23.26731157,1,MP104,0,1
174,B231407,4,41.89087649,-87.62899362,1.41,46,14,4,654,142,8138,13745,W,N, 8 - 32 W ILLINOIS ST ,8,32,22 W ILLINOIS ST,231407,231,4,174,447819.2242,4637851.733,1,0.422535211,4.605633803,23.28320676,1,MP104,0,1
175,B231408,4,41.89007482,-87.62880854,1.306,43,18,4,456,207,3374,5629,W,N, 10 - 40 W HUBBARD ST ,10,40,10 W HUBBARD ST,231408,231,4,175,447833.9261,4637762.613,1,0.29468599,2.202898551,23.6011524,1,MP104,0,0
176,B231409,4,41.89005086,-87.63019122,1.075,10,2,1,54,189,1221,2069,W,N, 46 - 68 W HUBBARD ST ,46,68,72 W HUBBARD ST,231409,231,4,176,447719.1987,4637760.795,1,0.063492063,0.285714286,24.51380996,1,MP104,0,0
177,B231410,4,41.89035935,-87.631073,1.287,15,5,13,230,197,1266,2041,N,E, 431 - 443 N CLARK ST ,431,443,435 N CLARK ST,231410,231,4,177,447646.2976,4637795.583,1,0.101522843,1.16751269,23.08686194,1,MP104,0,1
178,B231411,4,41.89124288,-87.62966618,1.357,47,21,5,590,210,3888,5879,N,W, 502 - 512 N DEARBORN ST ,502,512,508 N DEARBORN ST,231411,231,4,178,447763.7275,4637892.822,1,0.323809524,2.80952381,23.03735714,1,MP104,0,1
179,B231412,4,41.89085503,-87.62852624,1.385,8,3,0,122,131,2035,2752,W,S, 3 - 11 W ILLINOIS ST ,3,11,15 W ILLINOIS ST,231412,231,4,179,447857.9804,4637849.066,1,0.083969466,0.93129771,22.36377071,1,MP104,0,1
180,B231413,4,41.89070727,-87.62805417,1.348,30,24,2,414,200,3282,5243,N,W, 442 - 446 N STATE ST ,442,446,444 N STATE ST,231413,231,4,180,447897.023,4637832.374,1,0.27,2.07,23.36367986,1,MP104,0,1
181,B231414,4,41.89058148,-87.62801193,1.314,20,14,2,364,204,3554,5144,N,E, 435 - 451 N STATE ST ,435,451,443 N STATE ST,231414,231,4,181,447900.425,4637818.382,1,0.166666667,1.784313725,22.66996941,1,MP104,0,1
182,B231415,4,41.89008929,-87.62772493,1.397,13,4,2,143,151,1613,2685,E,N, 6 - 8 E HUBBARD ST ,6,8,6 E HUBBARD ST,231415,231,4,182,447923.8347,4637763.562,1,0.112582781,0.947019868,23.43241042,1,MP104,0,1
183,B231416,4,41.89049313,-87.63111055,1.272,4,2,6,109,188,667,950,N,W, 442 - 442 N CLARK ST ,442,442,442 N CLARK ST,231416,231,4,183,447643.2917,4637810.459,1,0.031914894,0.579787234,22.27674048,1,MP104,0,1
184,B232401,4,41.89249079,-87.62858525,1.218,20,3,0,202,133,5524,6874,W,N, 6 - 32 W OHIO ST ,6,32,20 W OHIO ST,232401,232,4,184,447854.4154,4638030.717,1,0.172932331,1.518796992,22.2212369,1,MP104,0,1
185,B232402,4,41.8924823,-87.63036959,1.33,23,10,4,267,135,6682,5206,W,N, 52 - 70 W OHIO ST ,52,70,58 W OHIO ST,232402,232,4,185,447706.3842,4638030.86,1,0.244444444,1.977777778,20.43702003,1,MP104,0,1
186,B232403,4,41.89275385,-87.62967154,1.279,16,9,16,221,138,3829,4821,N,E, 603 - 611 N DEARBORN ST ,603,611,607 N DEARBORN ST,232403,232,4,186,447764.5139,4638060.584,1,0.18115942,1.601449275,22.32410528,1,MP104,0,1
187,B232404,4,41.89245086,-87.62911968,1.279,52,9,2,373,130,5653,9680,W,S, 5 - 29 W OHIO ST ,5,29,29 W OHIO ST,232404,232,4,187,447810.048,4638026.608,1,0.469230769,2.869230769,23.89696018,1,MP104,0,1
188,B232405,4,41.89189829,-87.62968361,1.316,16,5,9,168,139,2841,3606,N,W, 540 - 550 N DEARBORN ST ,540,550,546 N DEARBORN ST,232405,232,4,188,447762.8155,4637965.601,1,0.151079137,1.208633094,22.47188615,1,MP104,0,1
189,B232406,4,41.89165619,-87.63017178,1.4,31,8,36,443,141,4427,7584,W,N, 50 - 70 W GRAND AVE ,50,70,64 W GRAND AVE,232406,232,4,189,447722.1204,4637939.018,1,0.276595745,3.141843972,23.3971177,1,MP104,0,1
190,B232407,4,41.89110311,-87.62962393,1.384,30,10,4,426,150,4899,8621,N,E, 505 - 509 N DEARBORN ST ,505,509,507 N DEARBORN ST,232407,232,4,190,447767.1186,4637877.278,1,0.266666667,2.84,23.48130445,1,MP104,0,1
191,B232408,4,41.89164222,-87.6291579,1.318,59,27,24,759,153,9875,14174,W,S, 15 - 41 W GRAND AVE ,15,41,23 W GRAND AVE,232408,232,4,191,447806.219,4637936.85,1,0.562091503,4.960784314,22.8052752,1,MP104,0,1
192,B232410,4,41.89162075,-87.63063245,1.38,3,3,1,84,137,1441,1951,W,S, 67 - 67 W GRAND ,67,67,67 W GRAND AVE,232410,232,4,192,447683.875,4637935.364,1,0.04379562,0.613138686,22.18325472,1,MP104,0,1
193,B232411,4,41.89166568,-87.62727901,1.175,25,13,7,378,138,5831,8956,E,S, 5 - 27 E GRAND AVE ,5,27,11 E GRAND AVE,232411,232,4,193,447962.108,4637938.314,1,0.275362319,2.739130435,22.97950746,1,MP104,0,1
194,B232412,4,41.89123689,-87.62807362,1.337,13,9,11,215,142,2653,4263,N,W, 502 - 512 N STATE ST ,502,512,508 N STATE ST,232412,232,4,194,447895.8399,4637891.188,1,0.154929577,1.514084507,23.21162855,1,MP104,0,1
195,B233401,4,41.89403766,-87.63031594,1.309,67,30,10,815,190,7811,11040,W,S, 45 - 75 W ERIE ST ,45,75,51 W ERIE ST,233401,233,4,195,447712.1035,4638203.515,0,0.510526316,4.289473684,22.78900831,1,MP104,0,1
196,B233402,4,41.893866,-87.62975201,1.292,10,6,1,162,185,1748,2342,N,W, 642 - 650 N DEARBORN ST ,642,650,648 N DEARBORN ST,233402,233,4,196,447758.7447,4638184.112,0,0.086486486,0.875675676,22.35803689,1,MP104,0,1
197,B233403,4,41.89406748,-87.63036067,1.313,24,6,1,246,192,2532,3479,W,N, 52 - 58 W ERIE ST ,52,58,56 W ERIE ST,233403,233,4,197,447708.4172,4638206.853,0,0.15625,1.28125,22.67430002,1,MP104,0,1
198,B234401,4,41.89405364,-87.62898557,1.341,91,28,6,829,188,7665,13543,W,S, 11 - 33 W ERIE ST ,11,33,21 W ERIE ST,234401,234,4,198,447822.4779,4638204.479,0,0.632978723,4.409574468,23.8715702,1,MP104,0,1
199,B234402,4,41.89435063,-87.62812257,1.258,18,5,4,309,184,3592,4560,N,E, 649 - 655 N STATE ST ,649,655,651 N STATE ST,234402,234,4,199,447894.3098,4638236.929,0,0.125,1.679347826,21.86306837,1,MP104,0,1
200,B234403,4,41.89407859,-87.62660511,1.32,39,13,14,483,187,5336,7985,E,S, 3 - 43 E ERIE ST ,3,43,5 E ERIE ST,234403,234,4,200,448019.9702,4638205.805,0,0.278074866,2.582887701,22.9506988,1,MP104,0,1
201,B234404,4,41.89410904,-87.62661248,1.33,28,6,5,250,185,3049,3729,E,N, 12 - 42 E ERIE ST ,12,42,40 E ERIE ST,234404,234,4,201,448019.3835,4638209.19,0,0.183783784,1.351351351,22.33900843,1,MP104,0,1
202,B234405,4,41.89489369,-87.62861744,1.057,60,17,3,563,186,6927,11789,W,N, 6 - 30 W HURON ST ,6,30,24 W HURON ST,234405,234,4,202,447853.6996,4638297.524,0,0.413978495,3.02688172,23.7827485,1,MP104,0,1
203,B234406,4,41.89538684,-87.62972318,1.196,10,6,1,111,183,1709,2621,N,E, 713 - 719 N DEARBORN ST ,713,719,717 N DEARBORN ST,234406,234,4,203,447762.3756,4638352.95,0,0.087431694,0.606557377,23.43571168,1,MP104,0,0
204,B234407,4,41.89408309,-87.62895137,1.325,57,10,5,569,184,4929,10064,W,N, 2 - 24 W ERIE ST ,2,24,22 W ERIE ST,234407,234,4,204,447825.339,4638207.728,0,0.364130435,3.092391304,24.2640356,1,MP104,0,1
205,B234408,4,41.89454879,-87.62816682,1.369,24,7,4,283,179,2889,4594,N,W, 660 - 678 N STATE ST ,660,678,676 N STATE ST,234408,234,4,205,447890.8001,4638258.957,0,0.173184358,1.581005587,23.1956112,1,MP104,0,1
206,B234409,4,41.89485276,-87.62949988,1.128,44,10,3,377,187,4824,8552,W,S, 9 - 37 W HURON ST ,9,37,33 W HURON ST,234409,234,4,206,447780.4641,4638293.517,0,0.288770053,2.016042781,23.91605991,1,MP104,0,0
207,B234410,4,41.89441552,-87.62971848,1.19,7,5,1,147,189,1974,2418,N,E, 659 - 667 N DEARBORN ST ,659,667,663 N DEARBORN ST,234410,234,4,207,447761.974,4638245.104,0,0.063492063,0.777777778,21.86029,1,MP104,0,1
208,B234411,4,41.89387794,-87.62971111,1.311,28,14,11,383,186,4438,5614,N,E, 645 - 655 N DEARBORN ST ,645,655,651 N DEARBORN ST,234411,234,4,208,447762.1473,4638185.413,0,0.225806452,2.059139785,22.22650763,1,MP104,0,1
209,B234412,4,41.89439954,-87.62976006,1.242,68,17,2,525,207,4965,6518,N,W, 662 - 678 N DEARBORN ST ,662,678,666 N DEARBORN ST,234412,234,4,209,447758.5117,4638243.355,0,0.410628019,2.536231884,22.90972875,1,MP104,0,1
210,B234414,4,41.89484678,-87.63044804,1.291,38,11,2,252,207,2299,3184,W,S, 39 - 53 W HURON ST ,39,53,51 W HURON ST,234414,234,4,210,447701.8052,4638293.43,0,0.236714976,1.217391304,23.44849991,1,MP104,0,1
211,B234415,4,41.89530748,-87.62976073,1.25,18,6,0,187,199,2281,3449,N,W, 704 - 720 N DEARBORN ST ,704,720,710 N DEARBORN ST,234415,234,4,211,447759.196,4638344.162,0,0.120603015,0.939698492,23.23263525,1,MP104,0,0
